Ident	P1	P1_r	P2_2	P3a1	P3a2	P3a3	P3a4	P3a5	P3a6	P3a7	P3a8	P4	P5	P6	P7a1	P7a2	P7a3	P7a4	P7a5	P7a6	P7a7	P7a8	P7a9	P7a10	P8	P9_1a1	P9_1a2	P9_1a3	P9_1a4	P9_1a5	P9_1a6	P9_1a7	P9_1a8	P9_1a9	P9_1a10	P9_1a11	P9_1a12	P9_2a1	P9_2a2	P9_2a3	P9_2a4	P9_2a5	P9_2a6	P9_2a7	P9_2a8	P9_2a9	P9_2a10	P9_2a11	P9_2a12	P10	control	P11	P12a1	P12a2	P12a3	P12a4	P12a5	P12a6	P12a7	P12a8	P12a9	P13	P14	P15	P16	P17	P18	P19	P20a1	P20a2	P20a3	P20a4	P20a5	P20a6	P20a7	P20a8	P20a9	P20a10	P20a11	P20a12	P21_1	P21_2	P21_3	P21_4	P21_5	P21_6	P21_7	P21_8	P21_9	P22_1	P22_2	P22_3	P23	P24a1	P24a2	P24a3	P24a4	P24a5	P24a6	P24a7	P24a8	P24a9	P24a10	P24a11	P24a12	P24a13	P24a14	P24a15	P25a1	P25a2	P25a3	P25a4	P25a5	P25a6	P25a7	P26_1	P26_2	P26_3	P27	P28	P29	P30	P31_1	P31_2	P31_3	P32	P33	P34	P34_DG	P35	P36	P35_DG	Nivel_socioeconomico	P37
1620127148	55	6	10	1								1	4	5											5	1												1												3	3	4									1	1	8	2		2	3	2	1		1		1					1			3	5	5	3	2	5	3	5	2	2	2	2																							1	5	3	5	3	1	2	2	Friendly	Open	Tolerant	3	4	9	8	1	2	2	2	99
1620130644	55	6	10			1						1	5	5											2							1												1						3	3	4									1	2	7	2		2	1	3			1										4	4	3	4	4	4	4	3	4	2	2	2																							1	5	5	5	2	1	2	2	Great	Friendly	Nearby	4	1	5	6	3	2	3	4	4
1620203839	55	6	20			1						1	4	4											5					1												1								4	3	2					1					2	6	2		2	3	3						1							1	2	2	2	3	3	2	3	2	1	2	2	2	1							1			1	1				1			1				3	3	3	3	3	2	2	cozy	diverse		4	1	6	7	1	2	2	5	4
1619929650	56	6	19		1							2	7	7											5			1																					1	1	3	3					1					1	7	1	1		1	3	1		1										1	3	2	3	3	1	3	4	2	2	2	2																	1				1			1	1	1	4	3	1	2	Homophobia	Fascism	Ignorance	4	6	4	5	1	1	1	5	99
1620041608	56	6	6		1							2	3	4											5				1	1								1												1	3	3					1					1	6	1	2		1	3	1	1	1		1	1	1			1			1	2	4	4	1	3	2	1	1	2	2	2																	1			1				2	2	2	4	3	2	1	Hostile	Exploited		1	4	8	8	2	2	6	2	7
1620064066	56	6	4	1								1	3	4											8	1												1												4	3	3									1	1	9	2		2	3	2	1	1	1		1					1			2	3	2	3	2	3	3	2	2	2	2	2																	1	1						2	2	2	4	3	2	2	Chueca	Pride		4	1	5	6	1	2	2	5	4
1620081638	56	6	12	1								1	3	3											5					1												1								2	3	2									1	2	7	2		2	1	2	1		1		1								2	3	2	3	2	4	3	3	4	2	2	2																							1	5	4	5	3	2	2	2	free	 		3	4	3	4	1	2	2	4	5
1620088796	56	6	6			1						2	1	6											3	1												1												6	3	4	1									2	5	2		2	1	3	1									1			1	1	3	3	1	1	2	1	2	2	2	2																							1	1	1	1	3	2	2	2	Respect	Freedom		4	2	8	8	3	2	3	2	4
1620096951	56	6	2			1						1	5	6											8				1												1									2	3	4									1	1	8	1	1		2	3	1	1	1		1								2	3	3	3	2	4	3	4	2	2	2	2																	1	1			1			1	1	1	1	3	2	2	Free	Comprehensive	Fascist	1	5	4	5	1	2	2	4	5
1620110305	56	6	10			1						2	7	7											5				1												1									3	3	3	1									2	9	1	2		2	3		1	1							1			3	3	3	3	3	4	3	3	4	2	2	2																							1	4	4	4	3	2	3	2	wide	cozy	starting	1	5	7	8	1	2	2	3	5
1620127151	56	6	13					1				1	2	3											5		1					1								1										2	3	2	1	1		1	1		1	1		1	8	1	2		3	3	1	1		1	1					1			1	2	2	3	2	3	2	1	4	1	1	1	2	1			1	1	1			1				1			1	1		1	1			4	3	2	1	3	1	2	Homophobic	Racist	Outdated	2	7	4	5	3	2	3	3	2
1620129705	56	6	9	1								1	2	4											8	1												1												2	3	4									1	1	6	2		1	2	3	1	1	1	1	1					1			3	3	5	4	3	2	4	3	3	2	2	2																							1	3	3	3	2	1	2	2	Tolerance	Regard	Free	4	1	2	3	2	2	6	6	2
1620131739	56	6	20			1						1	4	5											2		1												1											1	3	4									1	1	7	1	1		1	2		1	1										2	3	3	3	3	3	3	2	3	2	2	2																	1			1	1			5	5	4	3	2	1	2	Tolerant	Inclusive	friend	1	5	8	8	1	2	2	3	5
1620151595	56	6	3						1			2	7	7											4	1												1												6	3	1	1	1						1		2	6	1	1		1	4		1											2	5	2	4	5	3	5	4	4	2	2	2																							1	4	4	4	5	2	2	2	opportunity	integration	respect	1	8	8	8	3	2	3	4	99
1619894252	57	6	3			1						2	7	7											6	1												1												3	3	4									1	1	10	1	2		2	3	1	1	1							1			5	5	5	5	5	5	5	5	5	2	2	2																							1	6	4	4	3	1	2	2	Open	 		1	5	4	5	2	2	6	1	99
1619905118	57	6	8			1						1	2	9											12	1												1												2	3	3									1	2	9	1	5		1	3												1	2	3	2	3	3	3	2	2	2	2	2	2																		1						3	4	4	3	2	3	2	Semitolante	 		1	5	5	6	1	2	2	1	5
1619991930	57	6	9	1								1	5	5											5					1															1					2	3	2								1		1	9	2		2	4	3	1	1	1	1	1			1		1			5	5	3	3	2	4	1	2	2	2	2	2																	1			1	1			2	1	3	4	2	1	2	Open	Festive	Friendly	1	4	4	5	1	2	2	4	4
1620043325	57	6	18			1						1	9	7											6	1												1												6	3	4									1	2	7	1	5		2	3		1											1	4	2	3	3	4	3	4	4	2	2	2																							1	3	4	3	2	1	2	2	Opened	Respect	Family	8	2	3	4	1	2	2	1	99
1620089611	57	6	10			1						1	9	10										1																											3	5									1	2	7	1	1		1	3												1	1	2	3	3	2	4	2	1	4	2	2	1	3											1											1	4	4	3	2	2	2	2	Acceptable	Friendly	Multipurial	1	5	6	7	1	2	2	2	99
1620094876	57	6	9			1						1	4	4											5		1											1												2	3	4									1	2	8	1	1		1	3		1	1	1	1								2	3	3	4	3	3	2	2	2	1	2	2	2		1		1							1									1			3	4	3	3	3	1	2	Ignorance	Selfishness		1	4	5	6	1	2	2	4	4
1620125592	57	6	3			1						1	2	10	1																																				3	4									1	2	8	2		1	1	4												1	2	2	2	2	2	2	2	2	2	2	2	2																							1	3	3	3	4	2	2	2	Free	 		1	4	4	5	1	2	2	3	99
1619881512	58	6	9			1						1	6	6											5						1												1							1	3	4									1	1	6	2		1	2	3			1										5	5	2	4	5	4	3	4	4	2	2	2																							1	2	2	3	2	2	1	2	Tolerant	 		3	3	3	4	2	2	6	2	1
1619996410	58	6	9			1						2	7	7											6	1												1												1	3	4									1	2	9	1	5		1	3		1	1										3	3	2	4	3	3	3	3	3	2	2	2																							1	5	4	4	3	2	2	2	Cozy	Tolerant	Safe	1	4	4	5	3	2	3	4	5
1620042487	58	6	1	1								1	2	3											5				1												1									1	3	3								1		1	8	2		1	1	3	1	1	1	1		1	1	1		1			2	3	4	3	2	3	3	1	3	1	1	1	2		1							1				1				1		1				1	2	1	4	2	2	2	Open	 		4	1	6	7	1	1	1	4	4
1620071099	58	6	6	1								1	4	5											5		1																1							2	3	3						1		1		1	7	2		1	2	2	1	1	1	1	1		1			1	1		2	3	2	3	2	3	2	2	2	2	1	2	3											1						1						2	2	2	3	2	2	2	Leisure	Banality	Discrimination	4	1	8	8	2	2	6	6	2
1620092782	58	6	8	1								1	4	6											5	1												1												2	3	2									1	1	7	2		2	1	3		1	1										4	4	4	4	5	4	4	4	4	2	2	2																							1	5	5	5	1	1	2	2	Open	Tolerant	Respect	4	1	8	8	1	2	2	5	5
1620116030	58	6	18			1						2	6	10				1																																	3	4									1	1	8	1	5		1	3		1											2	3	2	4	2	3	3	3	2	2	2	2																							1	3	3	2	5	3	2	2	Rancia	Conventional	Ancient	1	5	5	6	1	2	2	4	5
1620118921	58	6	21			1						1	4	5											11	1												1												3	3	4									1	1	9	2		2	1	3			1										2	3	2	3	4	4	4	3	4	2	2	2																							1	3	3	3	2	1	3	2	tolerant	liberal	positive	4	1	7	8	1	1	1	5	3
1620133552	58	6	2	1								1	4	5											6							1							1											1	3	4									1	1	10	2		3	1	3	1	1	1	1	1			1	1				5	5	4	4	3	4	3	3	3	2	2	2																		1						4	4	3	3	2	2	2	Tolerance	Acceptance	Freedom	8	4	6	7	3	2	3	2	7
1619894654	59	6	2	1								1	3	5											5				1												1									2	3	4									1	1	6	2		2	3	3	1	1	1		1		1			1			2	3	3	3	3	4	3	3	3	2	2	2																							1	3	3	3	3	2	2	2	Tolerance	Freedom	Integration	1	4	9	8	3	2	3	3	7
1619897499	59	6	21	1								1	3	5											5		1											1												1	3	4									1	1	9	2		2	1	3	1	1	1	1	1		1	1	1	1	1		5	4	5	5	4	4	4	4	4	2	2	2																							1	5	6	6	1	1	2	2	Egalitarian	Open	Cozy	4	1	7	8	1	2	2	5	99
1619899354	59	6	14				1					2	5	10										1																											3	5									1	5	7	2		3	2	4		1	1	1						1			3	2	2	3	2	2	3	2	2	2	2	2																							1	5	5	4	3	3	2	2	Confusing	Ignorant	False	3	4	10	8	1	1	1	1	6
1620090537	59	6	4			1						2	2	3											1				1												1									1	3	3	1									2	9	1	2		3	3	1	1	1	1						1			2	3	4	4	3	3	2	3	3	2	2	2																							1	5	4	5	3	2	3	2	Liberal	Friendly	Free	8	6	4	5	1	2	2	4	2
1620098933	59	6	2	1								1	3	5											5						1												1							2	3	3									1	1	8	2		2	2	3		1	1	1	1			1	1	1			2	3	3	4	3	4	3	3	3	2	2	2																							1	3	2	3	4	2	1	2	freedom	toecap	party	3	4	8	8	1	1	1	2	7
1620116585	59	6	14			1						2	4	6											5							1												1						3	3	2				1			1			2	8	2		3	3	3		1											2	2	4	3	2	3	2	3	2	2	2	2																					1			3	3	3	4	3	3	2	Phobia	Rights	Homophobia	3	4	3	4	3	2	3	5	99
1620131875	59	6	4	1								1	4	5											5							1								1										3	3	3									1	1	7	2		2	1	2			1							1			2	3	2	3	2	4	2	2	3	2	2	2																							1	3	2	2	5	1	2	2	Cozy	Tolerant	Open	4	1	5	6	3	2	3	5	4
1620140376	59	6	20	1								1	1	4											5		1		1	1	1											1	1							2	3	3									1	2	9	2		2	1	2							1			1			3	3	3	3	3	4	3	3	3	2	2	2																							1	4	3	4	3	2	2	2	FREEDOM	VARIETY	MARCH	1	4	8	8	2	1	6	4	4
1619897832	60	6	14			1						2	8	10										1																											3	4									1	2	8	1	1		1	2			1	1	1								2	4	2	4	4	4	3	3	4	2	2	2																							1	5	5	5	5	1	2	2	Tolerance	Support	Equality	7	8	7	8	1	2	2	1	4
1619898145	60	6	5			1						1	5	5											5		1												1											2	3	4									1	1	10	1	1		2	2	1	1	1	1	1	1	1	1	1	1	1		4	4	4	4	4	4	4	4	4	2	2	2																							1	5	5	5	2	1	1	2	Open	Free	Diverse	3	5	8	8	1	2	2	1	8
1620136950	60	6	9			1						1	4	5											5				1														1							2	3	3					1					2	7	2		2	3	3		1	1										2	2	2	2	2	2	2	2	2	2	2	2																							1	4	5	4	3	3	2	2	Indifferent	 		1	4	8	8	1	2	2	2	99
1620142125	60	6	8			1						1	4	5											5		1																	1						3	3	2	1			1	1	1	1			2	4	1	2		3	3	1	1	1							1			1	1	2	1	1	3	1	1	1	1	1	2	3	1	1		1	1	1			1		1		1			1	1		1	1			4	4	3	4	2	2	1	HARD	Not familiar	More affable	1	4	4	5	1	2	2	4	5
1620145238	60	6	2	1								1	2	3											5	1																						1		1	3	3								1		1	8	2		2	1	2	1	1	1	1	1		1	1		1			2	4	3	4	2	4	4	3	4	2	1	2	3					1						1						1		1				1	2	1	4	2	2	2	Permissive	Acceptance	Rejection	1	4	8	8	3	2	3	4	99
1620023531	61	6	2	1								1	3	4											5					1													1							2	3	4									1	1	9	2		2	1	2	1	1	1	1	1		1	1		1			5	5	5	4	3	3	3	3	3	2	2	2																		1		1				6	6	6	5	1	2	2	Friendly	Chueca	Pride	3	4	7	8	2	2	6	3	8
1620041644	61	6	15		1							2	4	7											6				1																				1	1	3	2					1					2	6	2		3	3	3	1	1	1							1			5	3	3	3	2	3	3	3	2	2	2	2																				1	1			2	2	2	3	2	2	2	Pride	Open	ultra -right	3	2	8	8	3	2	3	3	4
1620043774	61	6	2			1						2	9	10				1																																	3	4									1	1	10	2		2	2	3	1		1										2	3	3	3	5	3	3	4	3	2	2	2																							1	4	4	4	1	2	2	2	Uncontrol	Friendly	Friendly	4	2	9	8	3	2	3	1	99
1620088646	61	6	21			1						1	5	5											5	1												1												1	3	4									1	2	7	1	5		1	3		1								1			2	3	2	4	2	4	3	3	3	2	2	2																	1							4	5	4	3	2	3	2	Chueca	Getting better	tolerance	1	5	8	8	3	2	3	3	6
1620095391	61	6	14	1								1	4	5											5		1												1											1	3	2								1		1	10	2		2	2	3			1										2	2	3	4	2	3	2	2	2	1	2	2	3		1														1	1		1				2	2	2	4	3	2	2	not	it is	Solidarity	3	4	8	8	1	2	2	4	4
1620106388	61	6	5	1								1	1	5											5						1							1												1	3	4									1	1	9	2		2	1	2	1	1	1							1	1		2	3	2	3	2	4	4	2	4	2	2	2																				1	1			5	4	5	4	2	2	2	pride	Chueca	tolerance	1	4	8	8	3	2	3	2	6
1620133853	61	6	16			1						2	9	10				1																																	3	4									1	1	10	1	1		1	3		1											5	5	5	5	5	5	5	5	5	2	2	2																							1	6	6	6	2	2	2	2	cozy	 		8	1	3	4	1	2	2	6	2
1620151932	61	6	4					1				1	5	5											12		1												1											3	3	3						1				2	7	2		2	3	3	1												2	5	2	2	2	2	2	5	5	2	2	2																				1				4	4	4	3	2	3	2	permissive	open	engaged	4	1	6	7	2	2	6	4	99
1620040052	62	6	9			1						1	9	4											5	1												1												3	3	2					1					2	8	1	1		1	3			1										3	3	3	4	3	4	4	4	3	2	2	2																	1	1		1		1		5	4	4	5	2	2	2	Freedom	 		3	1	8	8	3	2	3	6	1
1620063937	62	6	5			1						1	9	10				1																																	3	5								1		5	8	1	5		1	3												1	1	1	2	1	2	4	2	3	3	2	2	2																							1	4	1	2	5	2	2	2	freedom	 		7	1	7	8	1	2	2	4	4
1620091235	62	6	13			1						1	9	3											5												1						1							1	3	2									1	1	7	1	1		1	3		1											2	1	3	2	3	4	2	5	3	2	2	2																				1				4	4	4	4	2	2	2	Friendly	Hospital	Safe	1	4	3	4	2	1	6	4	4
1620137156	62	6	4	1								1	3	3											8	1												1												6	3	4									1	1	10	2		2	3	3			1	1									3	3	3	3	4	4	4	4	4	2	2	2																							1	5	5	5	1	1	2	2	Open	Free	Perfect	3	1	6	7	2	2	6	4	4
1620148177	62	6	8		1							2	5	5											5			1												1										2	3	3									1	2	9	2		2	3	2		1	1	1	1								1	3	3	4	2	4	4	4	4	2	2	2																	1							2	1	2	4	2	2	2	Tolerance	visibility	freedom	3	4	7	8	2	2	6	3	8
1620155709	62	6	4			1						1	1	4											5		1												1											1	3	4									1	1	9	2		2	1	3	1	1	1		1					1			3	4	4	4	4	4	4	3	4	2	2	2																							1	5	4	5	3	2	2	2	freedom	tolerant	permissible	3	4	8	8	1	2	2	2	7
1619946792	63	6	17			1						1	9	10										1																											3	5									1	4	10	1	5		4	4												1	1	1	4	3	1	1	1	1	1	2	2	2																					1			3	2	4	4	2	2	2	Tolerant	Comprehensive	Cozy	1	5	4	5	2	2	6	4	5
1620090510	63	6	10				1					2	1	1											3							1												1						1	3	4									1	1	7	1	1		1	4	1		1	1	1					1			2	2	2	2	2	2	2	2	2	2	2	2																							1	4	4	4	4	3	2	2	Discrimination	Absence	Aid	5	1	5	6	1	2	2	5	2
1620104048	63	6	18			1						2	9	9											1				1												1									3	3	4									1	2	10	1	1		1	3	1	1	1	1						1			2	2	4	2	2	2	1	1	1	2	2	2																							1	1	1	1	4	3	2	2	LACK OF INFORMATION	With scrupulos	INTOLERANT	1	5	3	4	6		7	6	99
1620144752	63	6	11			1						1	4	6											10	1												1												3	3	4									1	1	5	1	1		2	3		1								1	1		2	4	3	3	5	5	5	1	5	2	2	2																	1	1		1	1			1	1	3	5	2	2	2	tolerant	hypocrite	elitist	1	1	10	8	1	2	2	3	4
1620151505	63	6	10			1						1	9	10										1																											3	5	1									5	3	1	5		4	4	1	1	1	1	1								2	3	2	2	1	3	3	5	2	2	2	2																	1			1				4	4	5	3	3	2	2	People pass	INDIFFERENCE	TOLERANCE	7	1	3	4	1	2	2	5	3
1620153348	63	6	18			1						2	9	9											11	1												1												3	3	5									1	3	9	1	1		1	3												1	5	5	5	5	5	5	5	5	5	2	2	2																							1	6	6	6	5	3	2	2	Adjustable	 		1	5	2	3	7		8	2	5
1620199957	63	6	10			1						1	9	10				1																																	3	4									1	1	8	1	1		1	3												1	3	5	3	3	3	3	3	3	3	2	2	2																							1	3	3	3	3	2	2	2	Neutral	Calm	Pleasant	1	5	3	4	3	2	3	2	6
1619979435	64	6	20	1								1	4	5											5							1											1							3	3	2									1	1	9	2		2	4	4		1			1								3	4	2	4	2	4	3	3	4	2	2	2																							1	4	5	5	3	2	2	2	Tolerance	 		4	2	7	8	2	2	6	4	5
1620046169	64	6	6						1			1	9	10									1																												3	5									1	4	6	1	5		1	4												1	4	4	4	4	4	4	4	4	4	2	2	2																							1	3	3	3	1	5	2	2	tolerant	They all fit	equality	1	5	5	6	2	1	6	6	3
1620077113	64	6	21	1								1	3	5											5						1							1												2	3	3									1	1	9	2		1	1	2			1							1	1		2	3	3	3	2	3	2	2	3	1	2	2	3											1			1					1				3	2	2	4	2	2	2	Respectable	Strong	Right extrem	4	1	8	8	2	2	6	4	6
1620090560	64	6	9			1						1	9	9											12							1												1						3	3	4									1	2	8	1	1		1	2	1	1	1										3	3	2	3	3	4	4	2	4	2	2	2																							1	2	2	2	3	2	3	2	friendly	 		1	4	6	7	2	2	6	2	6
1620124075	64	6	11			1						1	4	4											2		1												1											3	3	4									1	1	9	1	1		1	3							1						4	4	4	4	4	4	4	4	4	2	2	2																							1	3	3	3	4	4	2	1	No support	You do not help	Youm anything	2	7	9	8	1	1	1	3	8
1620129535	64	6	8			1						2	3	5											5	1												1												3	3	4				1						2	9	1	5		2	3		1	1										2	3	2	3	2	3	3	3	3	2	2	2																				1	1			5	4	4	5	2	3	2	Tolerant	Friendly	Indifferent	1	4	10	8	2	2	6	2	7
1620100370	65	7	18							1		1	3	4											11	1												1												1	3	4				1						1	8	2		3	2	3	1	1	1		1			1					2	3	3	3	2	4	2	2	2	1	2	2	3				1						1			1			1	1						3	2	2	4	3	2	2	Homophobia	repressed	fagot	2	4	3	4	1	1	1	2	99
1620128041	65	7	21	1								1	5	5											5					1																		1		2	3	1		1			1	1		1		1	9	2		1	3	3			1										1	3	2	3	1	2	3	1	2	2	2	2																	1							2	2	1	4	3	2	2	leisure	incognito		1	4	9	8	2	2	6	2	7
1620090078	66	7	15			1						2	9	3											5	1												1												3	3	4									1	1	9	1	5		2	3			1										3	5	3	3	4	4	4	5	3	2	2	2																							1	6	6	6	5	2	2	2	Tolerant	Friend		4	6	8	8	2	2	6	2	5
1620113103	66	7	8			1						1	3	3											1		1															1								3	3	3								1		5	8	2		2	3	3	1		1							1			2	3	3	3	2	3	4	4	2	2	2	2																							1	4	5	5	2	2	2	2	Respect	protection	indifference	4	1	8	8	2	2	6	2	6
1620141524	66	7	2			1						1	3	9											5	1												1												3	3	4									1	1	6	1	1		1	3												1	1	3	1	3	2	4	4	3	3	2	2	2																							1	5	5	5	2	1	2	2	freedom	 		5	1	7	8	2	1	6	4	99
1620143177	66	7	8	1								1	3	4											5												1												1	2	3	4					1					1	9	2		2	3	3		1	1		1								2	3	4	4	3	4	3	3	3	2	2	2																	1			1				5	4	5	3	2	3	2	Open	Tolerant	quiet	2	4	8	8	1	2	2	2	99
1620494639	67	7	11			1						2	9	10	1																																				3	5					1					2	9	1	2		2	3		1											3	3	2	3	3	3	3	2	3	2	2	2																							1	3	3	3	3	2	2	2	Accessible	Open	Wide	6	5	8	8	1	2	2	2	99
1620090791	69	7	8		1							2	3	5											5		1												1											1	3	3									1	1	9	2		2	3	2			1										3	4	4	4	3	4	3	4	3	2	2	2																							1	4	2	4	3	2	3	2	Free	Open	Cheerful	6	4	6	7	2	2	6	4	5
1620092423	69	7	9					1				1	9	1											5			1												1										3	3	4									1	3	5	1	1		1	4		1											2	2	2	2	2	2	2	2	3	2	2	2																							1	3	3	3	2	2	2	2	Good	Understandable	Sincere	1	4	9	8	2	2	6	4	5
1620114186	69	7	2	1								1	3	4											5						1												1							2	3	3									1	2	10	2		1	2	2		1	1										2	4	3	4	3	4	4	5	4	2	2	2																							1	5	5	5	5	1	3	2	Open	Friendly	Fun	7	1	8	8	2	1	6	4	3
1620135665	69	7	1			1						1	5	8											9	1												1												6	3	4									1	1	9	1	5		2	3										1			2	4	3	3	3	4	4	3	4	2	2	2																							1	5	5	5	2	1	2	2	Tolerant	Normal	Freedom	1	4	8	8	1	1	1	2	6
1620503131	69	7	9					1				1	9	10						1																															3	5									1	2	10	1	5		1	4												1	4	5	4	4	4	4	4	4	4	2	2	2																							1	3	3	3	3	2	2	2	Friendly	Respectful	Sincere	1	4	9	8	2	2	6	4	5
1620088696	70	7	20				1					1	9	10				1																																	3	5									1	5	7	2		1	1	4		1											3	3	4	3	3	3	4	3	3	2	2	2																							1	3	3	3	3	3	2	2	Compromise	Respectful	Friendly	1	4	7	8	2	2	6	3	6
1620143441	70	7	16			1						2	6	5											6	1												1												2	3	4				1						1	8	2		2	3	2		1	1										2	3	3	3	2	3	4	3	3	2	2	2																	1				1			4	4	4	5	2	2	2	friendly	fun	tolerant	4	1	8	8	1	1	1	4	6
1620500172	70	7	2				1					1	4	4											5	1												1												2	3	2		1			1	1				3	7	2		1	2	3		1	1							1			4	3	3	1	5	4	3	2	2	1	1	2	2		1								1			1			1		1			1		2	4	3	2	2	3	1	Apolla	sure	Not only	1	4	8	8	2	2	6	4	5
1620129271	71	7	11				1					2	9	10				1																																	3	5									1	1	10	2		1	4	4												1	3	3	4	4	3	4	4	4	4	2	2	2																							1	5	5	5	1	2	2	2	Very tolerant	 		4	1	8	8	2	2	6	4	5
1620147749	71	7	5			1						2	9	10				1																																	3	5									1	2	7	1	5		1	3												1	2	3	2	3	3	4	4	3	4	2	2	2																				1	1			3	3	2	3	2	2	2	acceptable	tolerant		7	8	4	5	2	1	6	4	5
1620089496	72	7	9			1						2	7	10				1																																	3	4									1	1	10	2		2	2	4												1	5	5	5	5	5	5	5	5	3	2	2	2																							1	3	3	3	1	4	2	2	I dont know	I dont know	I dont know	5	2	4	5	2	2	6	4	3
1620135797	72	7	15				1					1	3	3											5			1												1										3	3	4									1	2	9	1	1		1	4			1							1			3	4	3	3	3	3	3	2	3	2	2	2																		1		1	1			4	4	4	4	2	2	2	free	next	nol save to itself	1	4	8	8	2	2	6	2	99
1620115376	73	7	5			1						2	1	3											5				1												1									2	3	3									1	5	8	1	1		4	1												1	3	3	3	3	3	3	3	3	3	2	2	2																							1	3	3	3	1	2	3	2	well	everything	that	1	4	8	8	2	1	6	3	3
1620222943	73	7	9		1							2	5	5											6				1									1												3	3	4					1					2	7	2		3	3	3	1	1	1										4	4	4	4	4	4	4	4	4	2	2	2																							1	5	5	5	1	1	2	2	Modern	Successful	great	1	4	3	4	6		7	4	5
1620127940	74	7	8			1						1	3	8											4	1												1												6	3	2		1	1				1			3	7	1	3		4	3										1	1		5	5	1	3	3	4	4	3	4	2	2	2																	1			1	1			5	5	5	2	1	3	2	Tolerant	Comprehensive	Freedom	1	4	7	8	7		8	2	6
